Source Target Weight
277693 453333 25
277693 451384 25
321451 381324 25
16 291849 25
273946 378704 25
273946 161459 25
273946 420376 25
409056 165975 25
409056 122757 25
409056 225990 25
93696 2042 25
275897 51948 25
157744 384839 25
206582 118212 25
206582 50197 25
206582 430532 25
404907 233210 25
404907 712066 25
82628 349930 25
82628 263813 25
82628 304957 25
122757 374035 25
122757 112274 25
226782 51948 25
226782 314698 25
226782 334839 25
311008 85648 25
92954 645809 25
118212 283914 25
83027 287832 25
38145 283914 25
38145 49572 25
38145 55278 25
314698 30844 25
57484 254083 25
57484 376576 25
164792 369556 25
413071 51948 25
413071 374035 25
413071 369556 25
348706 28372 25
453333 171130 25
50197 410407 25
28372 254083 25
292751 202280 25
283914 345158 25
49572 30844 25
55278 384839 25
55278 335813 25
712066 384839 25
712066 348342 25
410407 258409 25
67095 17077 25
259708 314341 25
116368 286671 25
469427 475417 25
397572 80336 25
431753 1322691 25
431753 461691 25
431753 232137 25
751903 362146 25
175578 307360 25
364448 184935 25
413301 298 25
140865 182814 25
307360 190026 25
190026 163302 25
169688 109322 25
163302 298 25
2570623 678740 25
463143 130970 25
246330 248480 25
108566 46969 25
504487 370342 25
328887 40115 25
244551 23636 25
319585 479640 25
301420 303356 25
179063 97375 25
362146 975036 25
179974 97375 25
97375 667402 25
446066 71834 25
71834 1035774 25
352482 193903 25
268109 397450 24
268109 283914 24
268109 28372 24
250291 295644 24
250291 64073 24
250291 111839 24
250291 323159 24
250291 214640 24
250291 452058 24
250291 180742 24
309018 239252 24
165445 341561 24
165445 330469 24
165445 51948 24
165445 334839 24
165445 283423 24
165445 11704 24
434359 409056 24
444562 19111 24
444562 384791 24
444562 434479 24
444562 161459 24
294668 353309 24
110898 381324 24
371959 169843 24
371959 57484 24
371959 55278 24
371959 369556 24
169843 249638 24
169843 291849 24
307171 51948 24
307171 383836 24
249638 283423 24
249638 353309 24
192358 374035 24
163608 233210 24
180681 167142 24
406150 180085 24
406150 488494 24
237487 347640 24
40843 466435 24
40843 284000 24
315203 284000 24
347324 307360 24
16 257228 24
359327 448720 24
359327 246744 24
273946 179065 24
273946 355797 24
409056 180379 24
409056 298693 24
41599 454904 24
41599 38951 24
72423 20594 24
157744 38145 24
157744 430532 24
157744 254083 24
206582 226782 24
206582 417781 24
82628 214640 24
82628 242415 24
226782 298693 24
213947 177706 24
118212 292751 24
327152 71777 24
83027 459201 24
462828 49572 24
314698 233210 24
164792 283914 24
164792 410407 24
413071 298693 24
453333 67095 24
453333 420376 24
177706 146587 24
50197 283914 24
28372 30844 24
28372 171137 24
28372 376576 24
292751 430532 24
51948 374035 24
171137 283914 24
369556 159172 24
233210 258409 24
49572 348211 24
49572 258409 24
298693 112274 24
712066 112274 24
410407 384839 24
67095 465703 24
118674 19111 24
118674 98521 24
331059 203910 24
146587 305939 24
85648 252668 24
453052 835 24
453052 252668 24
431753 753195 24
73141 310723 24
310723 413301 24
140865 207517 24
307360 459201 24
418260 20594 24
190026 213686 24
169688 328887 24
225169 91915 24
225169 429908 24
897927 753195 24
204997 245249 24
204997 84249 24
380474 368951 24
380474 80336 24
246330 151115 24
40115 170305 24
182369 165143 24
297542 429908 24
130970 319463 24
301420 1035774 24
301420 179974 24
771160 71834 24
28351 1942531 24
28351 1223610 24
678740 1035774 24
425826 418088 24
411075 193903 24
268109 11704 23
268109 712066 23
250291 353255 23
250291 414571 23
309018 252505 23
309018 479052 23
165445 272518 23
444562 342143 23
444562 286671 23
12852 398876 23
12852 381220 23
294668 93396 23
110898 366315 23
3199 157744 23
432674 265751 23
432674 38951 23
432674 237487 23
272518 82628 23
169843 416091 23
309240 163608 23
211092 163608 23
211092 82628 23
307171 136395 23
307171 111839 23
307171 321451 23
192358 118212 23
163608 406031 23
163608 165346 23
180681 333722 23
180681 46969 23
286766 16 23
181851 40115 23
195792 175501 23
406150 209529 23
406150 305939 23
237487 334398 23
150286 307360 23
277693 60920 23
464750 14308 23
273946 360965 23
409056 362133 23
295351 11704 23
307519 169688 23
182876 175501 23
182876 130970 23
275897 413071 23
275897 292751 23
275897 404907 23
157744 417781 23
157744 458855 23
157744 348211 23
206582 164484 23
404907 226782 23
404907 122757 23
82628 20904 23
82628 348211 23
226782 292751 23
211676 353406 23
213947 207679 23
92954 488494 23
341561 410407 23
327152 283423 23
327152 238481 23
422063 410407 23
57484 271355 23
57484 345158 23
164792 292751 23
2367 259708 23
177706 103107 23
164484 410407 23
50197 712066 23
50197 55278 23
50197 202280 23
292751 345158 23
171137 49572 23
171137 298693 23
283914 384839 23
712066 109138 23
342143 98521 23
342143 286671 23
55057 233664 23
410407 348342 23
410407 458855 23
118674 394628 23
454904 257331 23
265751 203910 23
132873 23046 23
132873 13104 23
434479 116368 23
98521 60920 23
430083 54572 23
397572 20594 23
397572 177439 23
453052 70734 23
86477 378537 23
431753 101242 23
431753 388719 23
73141 213686 23
408998 140865 23
208560 54140 23
208560 122039 23
54140 118065 23
101242 251647 23
897927 641015 23
897927 362146 23
2570623 1630458 23
122039 463143 23
463143 209117 23
463143 109322 23
273086 28351 23
298 334195 23
331719 370342 23
328887 109322 23
262772 319463 23
262772 309644 23
118065 319463 23
771160 678740 23
405639 97375 23
97375 1045275 23
89834 79864 23
463516 254757 23
115764 48041 23
1443854 1852803 23
292753 1630458 23
467219 352482 23
19366 135467 23
317588 198289 23
87606 193903 23
268109 257228 22
268109 159172 22
268109 292751 22
250291 160700 22
250291 44608 22
250291 66640 22
250291 39125 22
397450 307171 22
165445 369261 22
165445 23337 22
165445 345973 22
165445 228450 22
165445 369556 22
165445 164484 22
434359 192358 22
128262 364448 22
142582 364448 22
444562 251913 22
12852 23337 22
12852 490784 22
12852 443456 22
405164 211092 22
405164 157744 22
405164 82628 22
169843 369857 22
307171 342626 22
307171 30844 22
192358 193426 22
192358 430532 22
163608 108566 22
180681 226782 22
180681 416091 22
256 307519 22
183867 118065 22
406150 280401 22
406150 374479 22
40843 315203 22
242732 307360 22
277693 118674 22
22242 16 22
16 283423 22
359327 209529 22
226055 213947 22
221082 213947 22
273946 91645 22
273946 16626 22
41599 265751 22
72423 80336 22
307519 463143 22
182876 118065 22
182876 208560 22
157744 214640 22
157744 452058 22
206582 314698 22
404907 51948 22
82628 383836 22
82628 36850 22
82628 194415 22
82628 314154 22
82628 180742 22
226782 413071 22
226782 44608 22
211676 93396 22
311008 33168 22
213947 209529 22
118212 410407 22
118212 298693 22
417781 283914 22
417781 410407 22
417781 51948 22
83027 15585 22
38145 298693 22
38145 28372 22
462828 55278 22
462828 283914 22
314698 283914 22
57484 164792 22
57484 335813 22
57484 334156 22
57484 430532 22
348706 712066 22
453333 442071 22
2367 179269 22
2367 74759 22
355797 60920 22
179269 85648 22
191544 98521 22
191544 67095 22
10804 298693 22
28372 348342 22
28372 345158 22
292751 30844 22
292751 112274 22
238481 52351 22
171137 712066 22
283914 335813 22
283914 254083 22
435488 410407 22
49572 297823 22
49572 430532 22
49572 458641 22
298693 334156 22
298693 384839 22
342143 67095 22
173335 488382 22
67095 118674 22
382795 182814 22
98521 378704 22
267431 431753 22
2042 193209 22
397572 84249 22
504735 471871 22
364448 402382 22
73141 298 22
310723 27932 22
408998 402382 22
408998 459201 22
140865 190026 22
418260 84249 22
175501 54140 22
169688 122039 22
289030 455426 22
466435 277800 22
101242 246331 22
140874 463143 22
897927 232137 22
122039 40115 22
463143 319455 22
204997 177439 22
246330 121032 22
173500 252505 22
298 115961 22
146584 153201 22
277800 455426 22
271220 310066 22
1430565 641015 22
246331 429908 22
498852 469216 22
118065 368951 22
118065 245249 22
301420 312715 22
301420 4040352 22
312715 97375 22
479640 475437 22
71834 1032919 22
678740 1223610 22
109609 198289 22
383094 125006 22
268109 165975 21
268109 51948 21
268109 225990 21
268109 334839 21
250291 136395 21
250291 431598 21
250291 334156 21
250291 381220 21
250291 314154 21
250291 428613 21
250291 435488 21
250291 348211 21
160700 165445 21
160700 222880 21
165445 211092 21
165445 233210 21
165445 127261 21
165445 712066 21
444562 2042 21
12852 20904 21
12852 410608 21
12852 146930 21
12852 369857 21
294668 225990 21
110898 398876 21
371959 417781 21
371959 93396 21
309240 440294 21
309240 122757 21
211092 49572 21
211092 314698 21
307171 1382883 21
307171 233210 21
307171 46969 21
307171 194415 21
307171 353309 21
307171 164792 21
249638 180379 21
249638 193426 21
440294 163608 21
192358 353255 21
192358 4523 21
192358 11704 21
192358 50197 21
192358 428613 21
163608 137387 21
163608 66640 21
163608 430532 21
180681 82628 21
180681 369857 21
180681 88036 21
180681 11704 21
256 40115 21
181851 204997 21
195792 328887 21
406150 433847 21
237487 277693 21
242732 459201 21
277693 328446 21
277693 259708 21
277693 465703 21
16 366315 21
359327 168856 21
359327 488494 21
273946 19111 21
273946 38797 21
273946 191544 21
273946 465703 21
273946 37054 21
93696 454904 21
93696 85648 21
41599 445495 21
295351 71777 21
353309 165975 21
72423 54140 21
307519 175501 21
275897 112274 21
157744 263813 21
206582 458855 21
206582 345158 21
206582 428613 21
82628 458069 21
82628 194653 21
82628 4523 21
122757 382466 21
311008 404310 21
213947 488494 21
92954 180085 21
118212 57484 21
417781 55278 21
417781 112274 21
83027 115961 21
314698 164792 21
164792 233210 21
348706 159172 21
453333 251913 21
2367 448698 21
2367 474189 21
179269 453052 21
191544 118674 21
191544 453052 21
22805 437940 21
22805 488494 21
207679 146587 21
292751 271355 21
334839 271355 21
283914 435488 21
283914 348342 21
374035 369556 21
369556 345158 21
435488 298693 21
49572 349930 21
712066 345158 21
342143 378704 21
410407 430532 21
410407 254083 21
410407 376576 21
410407 334156 21
67095 19111 21
259708 306328 21
331059 13104 21
203910 404310 21
146587 645809 21
19111 251913 21
19111 86477 21
291668 97375 21
258428 81447 21
258428 429908 21
397572 245249 21
60920 419290 21
431753 296474 21
175578 364448 21
364448 190026 21
408998 184935 21
413301 27932 21
140865 298 21
307360 213686 21
208560 319463 21
305524 306642 21
190026 115961 21
169688 133769 21
225169 1430565 21
897927 19495 21
2570623 667402 21
122039 262772 21
380474 309644 21
380474 177439 21
213686 334195 21
2493 214357 21
134599 310066 21
262772 209117 21
182369 244551 21
109138 258409 21
301420 2508045 21
362146 787610 21
667801 188577 21
667801 71834 21
188577 1852803 21
292753 1063554 21
317588 418088 21
268109 434359 20
268109 272518 20
250291 189667 20
250291 289153 20
250291 300773 20
250291 10967 20
250291 360184 20
250291 44601 20
250291 297823 20
250291 318929 20
250291 204423 20
309018 206474 20
165445 159172 20
165445 239647 20
165445 23859 20
434359 16 20
128262 83027 20
444562 445495 20
294668 360811 20
294668 92853 20
110898 360811 20
371959 342626 20
432674 60920 20
405164 222880 20
405164 122757 20
169843 88036 20
211092 122757 20
307171 341561 20
307171 28372 20
307171 4523 20
192358 404907 20
163608 287929 20
163608 23337 20
180681 342143 20
256 175501 20
183867 418260 20
195792 463143 20
375007 263846 20
406150 47833 20
237487 357690 20
150286 190026 20
347324 15585 20
347324 83027 20
347324 310066 20
277693 344662 20
92853 353309 20
16 167142 20
221082 103107 20
273946 162011 20
273946 157247 20
273946 129679 20
448720 103107 20
47833 22805 20
409056 206582 20
409056 57484 20
391592 11704 20
72423 209117 20
72423 177439 20
72423 245249 20
307519 122039 20
157744 10804 20
157744 258409 20
157744 109138 20
157744 335813 20
404907 10804 20
82628 428613 20
82628 318929 20
82628 458641 20
122757 164792 20
122757 345158 20
226782 124821 20
4523 314698 20
213947 305939 20
92954 222226 20
92954 433847 20
92954 246744 20
92954 454690 20
118212 314698 20
82801 187200 20
417781 334839 20
417781 202280 20
417781 430532 20
38145 314698 20
38145 712066 20
57484 348342 20
57484 50197 20
57484 242415 20
413071 430532 20
453333 191544 20
453333 378704 20
453333 37054 20
33168 404310 20
191544 286671 20
318410 434479 20
164484 334839 20
292751 214640 20
292751 171137 20
334839 430532 20
283914 271355 20
283914 30844 20
374035 233210 20
374035 202280 20
49572 271355 20
49572 335813 20
298693 427915 20
298693 254083 20
712066 10967 20
712066 271355 20
712066 30844 20
712066 452058 20
342143 19111 20
280401 146587 20
410407 345158 20
67095 300857 20
118674 251913 20
118674 37054 20
259708 85648 20
259708 157247 20
171130 331059 20
171130 453052 20
202280 384839 20
202280 254083 20
146587 78039 20
146587 433847 20
19111 17077 20
98521 251481 20
15585 182814 20
15585 364448 20
129480 431753 20
474938 427888 20
85648 334398 20
397572 309644 20
431753 924548 20
431753 588518 20
431753 667801 20
416757 318877 20
175578 73141 20
175578 140865 20
310723 140865 20
140865 213686 20
140865 256797 20
418260 209117 20
208560 309644 20
175501 20594 20
181123 380474 20
452617 298577 20
40281 382395 20
897927 47700 20
897927 699053 20
2570623 273086 20
380474 209117 20
380474 502339 20
319455 40115 20
173500 479640 20
252505 479052 20
20594 262772 20
362850 300364 20
40115 503797 20
40115 209117 20
244551 74015 20
206515 331149 20
133769 109322 20
199907 37159 20
362146 641015 20
188577 292753 20
97375 489881 20
81447 83600 20
81447 19495 20
641015 386022 20
165143 74015 20
1852803 4040352 20
